X,Y,Z,F,Error
9.399301229128874,7.249770920386453,7.301385607081755,-190.43386882680684,0.9586512364741797
3.3357075832299756,0.2175174823313597,3.29356935919229,-44.52931521229138,0.9805830765019999
9.457272299612715,5.12940230499882,6.276020629003565,-262.9446179820372,0.9520468045227227
9.818228785555721,1.5084963923000174,3.042764056604545,-294.3572655399293,1.0328532515716733
1.9504944988112172,9.266886405340276,8.238959523013524,115.61167072175371,1.0010706339841646
4.603693474812182,1.579079847959946,8.862560531258477,-170.17047622220295,1.036277474507424
2.4964647927819783,2.15936725624352,4.312722281926648,-34.224942263611595,0.9876542820208061
0.6415758473930566,1.3479638780925214,3.536595659106519,-13.163155949366834,0.9971142247466904
1.9303466123015909,5.47730687699903,8.937220925333836,-63.98972506311177,1.0428425163830866
5.119661933979433,9.566470389189888,5.109264452843224,198.46952472042426,0.9644460705780499
5.067563261468216,6.221311730317758,9.026935934060095,-117.25026756914463,1.0279847880508515
4.433694076114037,2.397634644748443,8.118324512469602,-143.36370474679464,0.9990973718231224
0.6431940790843189,4.223286819393444,0.2621555848718149,68.26222688998726,1.0032910692133072
9.774634908534154,1.0719204254170833,5.197271808599972,-351.03431290913596,1.0412753137561863
0.2913639369522354,0.3586404516409729,4.724278527633558,-20.99527589112024,1.0367319128370642
3.3738724357490355,8.422047471403186,7.584150320108829,77.49750377714709,1.020678847748749
6.710832672319892,0.5832030544815243,9.216598530218228,-261.3860680510738,1.009053947370573
2.847244339245673,2.554379801089329,4.257775575908173,-33.7535967825497,1.0174641358850174
7.970606803017031,0.6019047821031513,4.3762154220084355,-229.18494773763115,1.0103460413732839
9.952133078553786,2.6045592672809903,8.832641947009346,-425.33484827573227,0.977486515985477
9.695337426393948,9.938464855503007,0.46306200565105016,204.15512319420003,0.9608135922602768
8.411561982354542,4.628424645390709,7.435634841120862,-258.30205366566116,0.9859195243413824
4.906370946206092,1.2117362049474671,0.8958778490673609,-54.60309612043235,1.024184296393452
3.517215326522873,6.2531398547588,6.656646675169963,-1.2129733042855113,1.0409119919010492
0.9122542934204994,1.6797483284095591,4.340632276306696,-22.510335170860095,0.9526829378740743
5.465146703373687,7.2195936798328155,0.8679592528884594,143.21537614213358,0.9751841754507398
6.4857693222218025,1.6483071587179143,2.5786119768946474,-119.29684348017463,0.9660609245156585
1.856453749897117,4.812573204457152,9.818214860513297,-106.55246841704192,1.0434644202725476
2.6949418173942785,4.595406135776132,9.504085026708232,-117.9778532299822,1.0389903673338388
4.098146750859367,6.797871040162178,0.4765226370768083,157.92730375767638,0.9602928153130308
0.5948915700206907,4.011984482439212,2.377561452406134,41.30795018320962,1.0150337606377864
7.683161192571188,4.839690130409998,2.9712489296041706,-88.01054488251194,0.9729966607642887
4.930853873697057,5.5716824767030975,6.612759426723947,-57.58612102285054,0.9589777115660594
6.667505929236125,4.441011809034627,9.937728428230564,-252.42410138565052,1.0241995190689908
0.7360835695233785,4.191653459380829,0.37356728423086594,68.73320310626904,1.0142041253405247
5.728365086454714,6.002782676881036,2.0823469655025804,46.75905100394941,0.9908057290385749
2.2065079319245484,3.923138429371413,9.22167915844734,-115.12333351874405,0.986492479462817
3.3065431566160584,4.923387005478217,2.3604144380583847,49.11457491408134,1.0250402129679417
5.8306149062532775,2.312121423270849,6.41219134208518,-153.89714846819408,0.978365823445757
8.190077232079748,2.2999437611929086,3.49948146898752,-203.64039155970866,0.9837297655285968
4.14664044311991,9.45980766868394,7.105149815728328,138.34564125185776,1.044004275751923
1.1688478161400475,3.7434530581442793,3.041159811252381,23.203674673449846,1.0073462542646368
5.853007500579771,4.928913827785422,5.049633402461829,-66.68057528664538,1.005900758561259
6.464520166729116,2.379936752119395,9.842283004381326,-274.0350067540397,1.039513183924819
2.863347477226748,5.333290245781841,5.857892694565772,-1.8305195351011005,1.026530853895795
7.563020563538018,1.5667055729155361,6.926749828570099,-258.37166079396997,1.0161192602627616
7.830485819700602,3.329864784649077,3.164348269083611,-158.903799085179,0.9591963600611777
2.53358197691049,6.546918691938824,4.764863966825544,74.42359502705261,1.0126315619194344
1.2305577554567915,8.92722512936339,8.978644876586415,73.96250014173621,1.0455213259432539
2.373500530578836,8.145568633912028,2.644178969028232,207.15056585335378,1.0412786376325969
